old_name,scene,frame,new_name,description,category,status
sub_1716A,Stage 2,1980,,Renders player dash sprite with offset and table,Player,analyzed
sub_1717A,Stage 2,1980,,Cycles dash animation frames with sound effects,Player,analyzed
sub_18328,Stage 2,1980,,Handles player bullet firing with ammo check,Weapon,analyzed
sub_18C52,Stage 2,1980,,Spawns particle effect at sprite position with trajectory,Sprite,analyzed
sub_1C8B2,Stage 2,1980,,Sets weapon icon index from weapon ID lookup,UI,analyzed
sub_2A5B6,Stage 2,1980,,Spawns 4 projectiles in pattern with sound,Enemy,analyzed
sub_2A7BC,Stage 2,1980,,Sets sprite object pointer from a5 to a0,Sprite,analyzed
sub_2B542,Stage 2,1980,,Bouncing enemy projectile with screen bounds check,Enemy,analyzed
sub_2D27C,Stage 2,1980,,Initializes sprite VDP flags and hitbox from table,Enemy,analyzed
sub_2D2F0,Stage 2,1980,,Updates sprite graphics based on rotation angle,Enemy,analyzed
sub_2D386,Stage 2,1980,,Circular motion with periodic homing missile spawn,Enemy,analyzed
sub_2D3E8,Stage 2,1980,,Main update handler for circling enemy type,Enemy,analyzed
sub_2D418,Stage 2,1980,,Dispatches to circle enemy state handlers,Enemy,analyzed
sub_2D432,Stage 2,1980,,Approach player until within distance threshold,Enemy,analyzed
sub_2D474,Stage 2,1980,,Calculates velocity vector from random angle toward player,Enemy,analyzed
sub_2D55E,Stage 2,1980,,Circles player with adaptive rotation speed,Enemy,analyzed
sub_2D61C,Stage 2,1980,,Resets enemy to idle state clearing velocities,Enemy,analyzed
sub_2D640,Stage 2,1980,,Spawns particle effect only on hard difficulty,Enemy,analyzed
sub_354A,Antroid boss,2160,,Calculates angle from object to player center,Math,analyzed
sub_3580,Antroid boss,2160,,Arctangent2 function using lookup table,Math,analyzed
sub_C944,Antroid boss,2160,,Transitions camera to boss arena with position lock,Camera,analyzed
sub_11058,Antroid boss,2160,,DMA transfers tile data to VRAM with VDP commands,Gfx,analyzed
sub_17CB4,Antroid boss,2160,,Calculates projectile velocity based on player X position,Enemy,analyzed
sub_1C014,Antroid boss,2160,,Finds free enemy object slot with wraparound search,Sprite,analyzed
sub_2B206,Antroid boss,2160,,Initializes homing projectile with trajectory calculation,Enemy,analyzed
sub_2B298,Antroid boss,2160,,Main handler for homing projectile with reflect logic,Enemy,analyzed
sub_2BAB4,Antroid boss,2160,,Initializes destruction particle sprite properties,Enemy,analyzed
sub_2BB4C,Antroid boss,2160,,Main handler for destruction particle effect,Enemy,analyzed
sub_2C8E4,Antroid boss,2160,,Wrapper calling visibility check and animation update,Enemy,analyzed
sub_2C8EA,Antroid boss,2160,,Checks if enemy is within visible screen bounds,Enemy,analyzed
sub_2C902,Antroid boss,2160,,Marks enemy for destruction if beyond screen bounds,Enemy,analyzed
sub_2D5F0,Antroid boss,2160,,Descending attack state with rotation sprite update,Enemy,analyzed
sub_2F396,Antroid boss,2160,,Tiny wrapper calling state handler,Enemy,analyzed
sub_2F39A,Antroid boss,2160,,Spawns multiple projectiles in spread pattern,Enemy,analyzed
sub_2F3E6,Antroid boss,2160,,Handles paired projectile spawn with symmetric angles,Enemy,analyzed
sub_2F42A,Antroid boss,2160,,Checks collision flags and destroys on player contact,Enemy,analyzed
sub_2F46C,Antroid boss,2160,,Increments phase counter until reaching 8 then advances state,Boss,analyzed
sub_2F4C8,Antroid boss,2160,,Updates boss tiles via DMA transfer based on state,Boss,analyzed
sub_AF82,Antroid boss,2340,,Initializes grade text display with position and sound,Text,analyzed
sub_AFB8,Antroid boss,2340,,Animates flashing grade text with sprite rendering,Text,analyzed
sub_14C12,Antroid boss,2340,,Processes terrain collision angle for slope handling,Physics,analyzed
sub_153D4,Antroid boss,2340,,Initializes jump cancel state clearing flags and timers,Player,analyzed
sub_1564C,Antroid boss,2340,,Checks wall collision during jump and initiates wall states,Player,analyzed
sub_1917A,Antroid boss,2340,,Destroys sprite when timer expires,Sprite,analyzed
sub_2BCFE,Antroid boss,2340,,Sets sprite pointer a0 from a5 and clears d7,Sprite,analyzed
sub_374C6,Antroid boss,2340,,Main Antroid boss handler dispatching to state routines,Boss,analyzed
sub_37542,Antroid boss,2340,,Initializes boss state clearing objects,Boss,analyzed
sub_838F4,Antroid boss,2340,,Loads sound channel parameters from track data,Sound,analyzed
sub_343CE,Antroid boss,2520,,Initializes metasprite with simple parameter setup,Sprite,analyzed
sub_343EE,Antroid boss,2520,,Complex metasprite initialization with flags and rotation,Sprite,analyzed
sub_3450E,Antroid boss,2520,,Updates metasprite rotation and sine-based positioning,Sprite,analyzed
sub_34838,Antroid boss,2520,,Increments metasprite object counter,Sprite,analyzed
sub_348AA,Antroid boss,2520,,Calculates interpolation deltas for animation blending,Anim,analyzed
sub_348DC,Antroid boss,2520,,Applies single interpolation step to animation values,Anim,analyzed
sub_37558,Antroid boss,2520,,Initializes Antroid boss phase with metasprite setup,Boss,analyzed
sub_377C4,Antroid boss,2520,,Sets boss to idle animation with parameter 8,Boss,analyzed
sub_377CA,Antroid boss,2520,,Attack state checking phase and initializing attack,Boss,analyzed
sub_377F6,Antroid boss,2520,,Flying attack state with gravity and proximity checks,Boss,analyzed
sub_37892,Antroid boss,2520,,Second attack state variant with different animation,Boss,analyzed
sub_378BE,Antroid boss,2520,,Diving attack state with vertical movement,Boss,analyzed
sub_3795A,Antroid boss,2520,,Starts boss animation sequence with parameter,Boss,analyzed
sub_37E8C,Antroid boss,2520,,Updates boss sprite graphics and animation,Boss,analyzed
sub_37EB0,Antroid boss,2520,,Sets up boss metasprite rendering,Boss,analyzed
sub_37ED2,Antroid boss,2520,,Loads animation table pointer for boss,Boss,analyzed
sub_37EDC,Antroid boss,2520,,Sets boss animation index from parameter,Boss,analyzed
sub_37FA0,Antroid boss,2520,,Initializes boss physics and movement parameters,Boss,analyzed
sub_3811A,Antroid boss,2520,,Interpolates animation values toward target state,Anim,analyzed
sub_382BC,Antroid boss,2520,,Resets boss animation to initial state,Boss,analyzed
sub_382F8,Antroid boss,2520,,Ends attack phase and returns to idle,Boss,analyzed
sub_C978,Antroid boss,2700,,Initializes camera for Antroid boss fight,Camera,analyzed
sub_1B9A0,Antroid boss,2700,,Initializes sprite from pointer table with offsets,Sprite,analyzed
sub_2A39C,Antroid boss,2700,,Initializes projectile type 0xA4,Projectile,analyzed
sub_2A688,Antroid boss,2700,,Finds free projectile slot with complex checks,Projectile,analyzed
sub_2A6B4,Antroid boss,2700,,Initializes projectile from data table,Projectile,analyzed
sub_37D3A,Antroid boss,2700,,Boss charge attack with distance check,Boss,analyzed
sub_37D9A,Antroid boss,2700,,Boss ram attack with collision,Boss,analyzed
sub_37E00,Antroid boss,2700,,Boss death state with palette fade and timer progression,Boss,analyzed
sub_37E2A,Antroid boss,2700,,Updates boss metasprite with horizontal flip toggle,Boss,analyzed
sub_37F26,Antroid boss,2700,,Spawns debris projectiles at random offsets,Boss,analyzed
sub_37F7E,Antroid boss,2700,,Updates boss flip direction based on player position,Boss,analyzed
sub_37E54,Antroid boss,2880,,Transitions boss to defeated state clearing objects,Boss,analyzed
sub_37E6C,Antroid boss,2880,,Death sequence timer with fade effect,Boss,analyzed
sub_B00E,Antroid boss,3060,,Initializes pause timer before text exit,Text,analyzed
sub_B1F8,Antroid boss,3060,,Renders vertical text sprites with positioning,Text,analyzed
sub_B2EA,Antroid boss,3060,,Applies position offsets from two-digit value,Text,analyzed
sub_C98E,Antroid boss,3060,,Stage 3 camera with section transition,Camera,analyzed
sub_103D4,Antroid boss,3060,,Initializes score display timer to 0x5C,UI,analyzed
sub_16C40,Antroid boss,3060,,Updates player horizontal facing bit from input,Player,analyzed
sub_17642,Antroid boss,3060,,Spawns three projectiles in spread pattern for special attack,Player,analyzed
sub_176A0,Antroid boss,3060,,Initializes shot projectile with angle and velocity,Player,analyzed
sub_C99A,Stage 3,3240,,Stage 3 camera with scroll update and position limit,Camera,analyzed
sub_11ECE,Stage 3,3240,,Loads Stage 3 palette and tile graphics,Stage,analyzed
sub_2CF8A,Stage 3,3240,,Sets high bit in VDP control register,Enemy,analyzed
sub_2D020,Stage 3,3240,,Enemy phase 2 state handler checking conditions,Enemy,analyzed
sub_2D046,Stage 3,3240,,Initializes phase 2 attack state with parameters,Enemy,analyzed
sub_2D064,Stage 3,3240,,Phase 2 movement with velocity and gravity,Enemy,analyzed
sub_164B0,Rolling mini-boss (Stage 3),3420,,Handles player air dash state with terrain check,Player,analyzed
sub_165A4,Rolling mini-boss (Stage 3),3420,,Initializes player crouch state,Player,analyzed
sub_165C2,Rolling mini-boss (Stage 3),3420,,Main crouch state handler with input checks,Player,analyzed
sub_16EA4,Rolling mini-boss (Stage 3),3420,,Applies knockback velocity with direction check,Player,analyzed
sub_2BF58,Rolling mini-boss (Stage 3),3420,,Updates enemy phase pattern based on timer,Enemy,analyzed
sub_2F48E,Rolling mini-boss (Stage 3),3420,,Checks if boss phase trigger condition met,Boss,analyzed
sub_2F49A,Rolling mini-boss (Stage 3),3420,,Advances boss to next phase state,Boss,analyzed
sub_33F30,Rolling mini-boss (Stage 3),3420,,Loads animation frame data into sprite,Sprite,analyzed
sub_34040,Rolling mini-boss (Stage 3),3420,,Sets sprite tile VDP properties and flags,Sprite,analyzed
sub_340B0,Rolling mini-boss (Stage 3),3420,,Calculates animation frame offset from index,Sprite,analyzed
sub_340DA,Rolling mini-boss (Stage 3),3420,,Applies frame data to sprite object,Sprite,analyzed
sub_34178,Rolling mini-boss (Stage 3),3420,,Updates sprite animation timer and frame,Sprite,analyzed
sub_34198,Rolling mini-boss (Stage 3),3420,,Advances sprite to next animation frame,Sprite,analyzed
sub_34274,Rolling mini-boss (Stage 3),3420,,Loads frame tile indices into sprite,Sprite,analyzed
sub_3429E,Rolling mini-boss (Stage 3),3420,,Applies tile mapping to sprite object,Sprite,analyzed
sub_C9D4,Shellshogun boss,3600,,Sets up camera for Stage 3 boss encounter,Camera,analyzed
sub_C9E0,Shellshogun boss,3600,,Updates camera position during boss fight,Camera,analyzed
sub_C9F8,Shellshogun boss,3600,,Locks camera to boss arena boundaries,Camera,analyzed
sub_2C0D6,Shellshogun boss,3600,,Checks enemy health against threshold value,Enemy,analyzed
sub_33F84,Shellshogun boss,3600,,Initializes sprite object with default values,Sprite,analyzed
sub_34270,Shellshogun boss,3600,,Clears sprite object flag destroying it,Sprite,analyzed
sub_295C,Shellshogun boss,3780,,Decompresses LZSS data to VRAM in loop,Gfx,analyzed
sub_104B0,Shellshogun boss,3780,,Writes scroll values to VRAM with various modes,Gfx,analyzed
sub_35614,Shellshogun boss,3780,,Checks if boss position is within valid screen bounds,Boss,analyzed
sub_394D8,Shellshogun boss,3780,,Main Shellshogun boss handler with state dispatch,Boss,analyzed
sub_3954C,Shellshogun boss,3780,,Initializes Shellshogun boss state and clears objects,Boss,analyzed
sub_39572,Shellshogun boss,3780,,Sets up boss phase with metasprite initialization,Boss,analyzed
sub_396D2,Shellshogun boss,3780,,Checks phase conditions and advances state,Boss,analyzed
sub_39E20,Shellshogun boss,3780,,Sets boss parameters and sprite properties,Boss,analyzed
sub_39E5A,Shellshogun boss,3780,,Wrapper calling boss update routine,Boss,analyzed
sub_39E5E,Shellshogun boss,3780,,Renders boss metasprites and updates display,Boss,analyzed
sub_39F3A,Shellshogun boss,3780,,Boss screen bounds validation before rendering,Boss,analyzed
sub_3A172,Shellshogun boss,3780,,Updates boss animation frame and interpolation,Boss,analyzed
sub_3A2CC,Shellshogun boss,3780,,Checks collision with player projectiles,Boss,analyzed
sub_84A70,Shellshogun boss,3780,,Sets FM synthesis frequency for channel,Sound,analyzed
sub_10F4E,Shellshogun boss,3960,,Loads compressed tile data to VRAM,Gfx,analyzed
sub_13278,Shellshogun boss,3960,,Applies friction to velocity reducing speed,Physics,analyzed
sub_1546E,Shellshogun boss,3960,,Initializes player air state with parameters,Player,analyzed
sub_1548C,Shellshogun boss,3960,,Handles player movement while airborne,Player,analyzed
sub_16EC8,Shellshogun boss,3960,,Processes collision damage and knockback,Player,analyzed
sub_1C03C,Shellshogun boss,3960,,Allocates free sprite slot with buffer search,Sprite,analyzed
sub_39720,Shellshogun boss,3960,,Boss movement left with velocity update,Boss,analyzed
sub_398FE,Shellshogun boss,3960,,Boss attack pattern with projectile spawn,Boss,analyzed
sub_39E90,Shellshogun boss,3960,,Initializes boss sprite objects,Boss,analyzed
sub_39F58,Shellshogun boss,3960,,Updates boss position from velocity,Boss,analyzed
sub_39FF6,Shellshogun boss,3960,,Updates boss physics and collision,Boss,analyzed
sub_3A010,Shellshogun boss,3960,,Sets boss tile data and graphics,Boss,analyzed
sub_39758,Shellshogun boss,4140,,Boss movement right with velocity update,Boss,analyzed
sub_39E76,Shellshogun boss,4140,,Checks boss defeat condition and triggers end,Boss,analyzed
sub_39EA8,Shellshogun boss,4140,,Boss death sequence with explosion effects,Boss,analyzed
sub_39F20,Shellshogun boss,4140,,Updates boss sprite graphics and palette,Boss,analyzed
sub_34E4,Shellshogun boss,4320,,Plays sound effect with ID parameter,Sound,analyzed
sub_16116,Shellshogun boss,4320,,Checks if player can use special attack,Player,analyzed
sub_2A390,Shellshogun boss,4320,,Spawns projectile at specified position,Projectile,analyzed
sub_39778,Shellshogun boss,4320,,Boss idle state with position tracking,Boss,analyzed
sub_397C4,Shellshogun boss,4320,,Boss charge attack with velocity buildup,Boss,analyzed
sub_399E8,Shellshogun boss,4320,,Spawns shell projectiles in pattern,Boss,analyzed
sub_39EC0,Shellshogun boss,4320,,Initializes boss palette colors,Boss,analyzed
sub_3A122,Shellshogun boss,4320,,Flash boss sprite when taking damage,Boss,analyzed
sub_CA2C,Shellshogun boss,4500,,Initializes camera for Shellshogun boss fight,Camera,analyzed
sub_15610,Shellshogun boss,4500,,Handles player grounded state with terrain and damage checks,Player,analyzed
sub_1356,Shellshogun boss,4680,,VBlank effect dispatcher routing to effect handlers,Sys,analyzed
sub_15BC,Shellshogun boss,4680,,Initializes screen transition fade effect,Effect,analyzed
sub_269E6,Shellshogun boss,4680,,Initializes player spawn effect with position,Effect,analyzed
sub_26A00,Shellshogun boss,4680,,Effect state machine dispatcher,Effect,analyzed
sub_26A1A,Shellshogun boss,4680,,Initializes screen transition effect state,Effect,analyzed
sub_26A34,Shellshogun boss,4680,,Loads transition graphics data,Effect,analyzed
sub_26A58,Shellshogun boss,4680,,Starts screen transition with sound,Effect,analyzed
sub_26A8E,Shellshogun boss,4680,,Sets up scroll parameters for transition,Effect,analyzed
sub_26A9E,Shellshogun boss,4680,,Updates transition effect with scroll and timer,Effect,analyzed
sub_26B8C,Shellshogun boss,4680,,Palette effect dispatcher,Effect,analyzed
sub_26BA6,Shellshogun boss,4680,,Main palette update routine,Effect,analyzed
sub_26DD6,Shellshogun boss,4680,,Initializes palette buffer pointers,Effect,analyzed
sub_26DE0,Shellshogun boss,4680,,Copies palette data between buffers,Effect,analyzed
sub_26E4C,Shellshogun boss,4680,,Updates scroll position for effect,Effect,analyzed
sub_271BC,Shellshogun boss,4680,,Applies palette data to VDP during VBlank,Effect,analyzed
sub_272BE,Shellshogun boss,4680,,Updates scroll values for transition,Effect,analyzed
sub_273BC,Shellshogun boss,4680,,Resets transition effect state,Effect,analyzed
sub_29E2E,Shellshogun boss,4680,,Initializes VDP register settings,Sys,analyzed
sub_29E66,Shellshogun boss,4680,,Loads initial palette from ROM,Sys,analyzed
sub_29F36,Shellshogun boss,4680,,Sets up VRAM layout and plane mappings,Sys,analyzed
sub_29FF4,Shellshogun boss,4680,,Clears specified VRAM address range,Sys,analyzed
sub_3987C,Shellshogun boss,4680,,Initializes boss position tracking,Boss,analyzed
sub_3989E,Shellshogun boss,4680,,Updates boss position delta for tracking,Boss,analyzed
sub_3E1AA,Shellshogun boss,4680,,Queues DMA transfer to VRAM,Gfx,analyzed
sub_834AE,Shellshogun boss,4680,,Updates FM synthesis envelope parameters,Sound,analyzed
sub_13BC,Shellshogun boss,4860,,Null effect handler doing nothing,Effect,analyzed
sub_CA9A,Shellshogun boss,4860,,Locks camera to fixed position,Camera,analyzed
sub_398B4,Shellshogun boss,4860,,Tracks player position for boss AI,Boss,analyzed
sub_CAB4,Stage 4,5040,,Updates camera with smooth interpolation,Camera,analyzed
sub_2B77C,Stage 4,5040,,Initializes enemy projectile type and flags,Enemy,analyzed
sub_2D0B2,Stage 4,5040,,Updates enemy projectile trajectory,Enemy,analyzed
sub_2A2A2,Shiper Honeyviper boss,5220,,Checks projectile lifetime timer,Projectile,analyzed
sub_2A94C,Shiper Honeyviper boss,5220,,Destroys projectile if offscreen,Projectile,analyzed
sub_CAE2,Shiper Honeyviper boss,5400,,Camera following target with offset,Camera,analyzed
sub_CB26,Shiper Honeyviper boss,5400,,Sets camera boundary limits,Camera,analyzed
sub_CB56,Shiper Honeyviper boss,5400,,Clamps camera position to boundaries,Camera,analyzed
sub_3641A,Shiper Honeyviper boss,5400,,Calculates distance to player for AI,Boss,analyzed
sub_364C2,Shiper Honeyviper boss,5400,,Checks if player is within proximity range,Boss,analyzed
sub_34DA,Shiper Honeyviper boss,5580,,Waits for VBlank interrupt,Sys,analyzed
sub_1B44C,Shiper Honeyviper boss,5580,,Calculates sine/cosine values in all four quadrants and stores in lookup tables,Math,analyzed
sub_36504,Shiper Honeyviper boss,5580,,Initializes Shiper Honeyviper boss by processing pointer data and setting up trigonometric tables,Boss,analyzed
sub_36544,Shiper Honeyviper boss,5580,,Waits for system ready then loads boss graphics via DMA transfer,Boss,analyzed
sub_36578,Shiper Honeyviper boss,5580,,Sets up complete boss state machine with positions sprites and collision data,Boss,analyzed
sub_36804,Shiper Honeyviper boss,5580,,Boss rising movement state with upward velocity accumulation,Boss,analyzed
sub_36826,Shiper Honeyviper boss,5580,,Boss hovering state with conditional movement based on timer and flags,Boss,analyzed
sub_36A1A,Shiper Honeyviper boss,5580,,Main boss update wrapper calling position collision animation and physics subsystems,Boss,analyzed
sub_36AAE,Shiper Honeyviper boss,5580,,Boss physics handler managing velocity accumulation and state transitions,Boss,analyzed
sub_36B6E,Shiper Honeyviper boss,5580,,Boss rotation/angle acceleration with velocity increase and upper limit,Boss,analyzed
sub_36BB0,Shiper Honeyviper boss,5580,,Complex boss rotation logic with timer-based direction changes and limits,Boss,analyzed
sub_36CB0,Shiper Honeyviper boss,5580,,Updates boss position handling collision detection and sprite positioning,Boss,analyzed
sub_36DD0,Shiper Honeyviper boss,5580,,Calculates and positions boss tentacle appendages using trigonometric sine/cosine tables,Boss,analyzed
sub_825FC,Shiper Honeyviper boss,5580,,Clears sound channel state by setting flags and clearing registers,Sound,analyzed
sub_1546,Shiper Honeyviper boss,5760,,VBlank handler that loads sprite object data and updates VDP registers,Sys,analyzed
sub_1CB5A,Shiper Honeyviper boss,5760,,Updates screen shake effect by modifying scroll registers with decay timer,Effect,analyzed
sub_29EC8,Shiper Honeyviper boss,5760,,Copies system state value from backup to active register,Sys,analyzed
sub_36A2A,Shiper Honeyviper boss,5760,,Boss state dispatcher using jump table for movement mode selection,Boss,analyzed
sub_36A5A,Shiper Honeyviper boss,5760,,Boss horizontal movement handler applying velocity when grounded,Boss,analyzed
sub_37048,Shiper Honeyviper boss,5760,,Calculates and updates boss-related parallax scrolling and screen positioning,Boss,analyzed
sub_368CC,Shiper Honeyviper boss,5940,,Boss state waiting for descent condition then transitioning to next state,Boss,analyzed
sub_368E8,Shiper Honeyviper boss,5940,,Boss defeat state with timer counting down to victory check,Boss,analyzed
sub_36900,Shiper Honeyviper boss,5940,,Boss death handler checking multiple conditions before triggering defeat sequence,Boss,analyzed
sub_36A44,Shiper Honeyviper boss,5940,,Toggles boss horizontal movement direction flag when landing,Boss,analyzed
sub_36A84,Shiper Honeyviper boss,5940,,Boss horizontal movement in opposite direction when airborne,Boss,analyzed
sub_36AE2,Shiper Honeyviper boss,5940,,Initializes boss rotation state and manages continuous angle updates,Boss,analyzed
sub_144CC,Shiper Honeyviper boss,6120,,Gets entity position coordinates for collision detection,Physics,analyzed
sub_144F2,Shiper Honeyviper boss,6120,,Checks collision with terrain by reading tilemap and height data,Physics,analyzed
sub_15758,Shiper Honeyviper boss,6120,,Player air attack state handler processing jump cancels and directional attacks,Player,analyzed
sub_16FDC,Shiper Honeyviper boss,6120,,Prepares player weapon sprite for rendering with animation data,Player,analyzed
sub_16FEC,Shiper Honeyviper boss,6120,,Updates player weapon animation cycle with sound effects on key frames,Player,analyzed
sub_17086,Shiper Honeyviper boss,6120,,Renders player special weapon sprite with conditional positioning,Player,analyzed
sub_17146,Shiper Honeyviper boss,6120,,Prepares player falling/airborne sprite for rendering,Player,analyzed
sub_2BA5E,Shiper Honeyviper boss,6120,,Handles projectile collision with terrain changing state or destroying,Projectile,analyzed
sub_306EA,Shiper Honeyviper boss,6120,,Projectile state dispatcher using jump table for behavior selection,Projectile,analyzed
sub_30A60,Shiper Honeyviper boss,6120,,Applies gravity to projectile with hit detection and lifetime check,Projectile,analyzed
sub_30A76,Shiper Honeyviper boss,6120,,Handles projectile hit changing sprite state and clearing collision flags,Projectile,analyzed
sub_30ABA,Shiper Honeyviper boss,6120,,Handles projectile deflection and bounce with directional velocity,Projectile,analyzed
sub_366FC,Shiper Honeyviper boss,6120,,Boss attack decision logic choosing between dive and ranged attacks,Boss,analyzed
sub_3679A,Shiper Honeyviper boss,6120,,Boss retreat state transition with timer based on remaining health,Boss,analyzed
sub_36C4C,Shiper Honeyviper boss,6120,,Boss spin attack with rotation acceleration screen shake and damage,Boss,analyzed
sub_371E8,Shiper Honeyviper boss,6120,,Spawns boss projectiles periodically at random frame intervals,Boss,analyzed
sub_37276,Shiper Honeyviper boss,6120,,Boss projectile movement with horizontal acceleration and vertical oscillation,Enemy,analyzed
sub_82DC2,Shiper Honeyviper boss,6120,,Reads sound envelope data bytes from memory pointer into registers,Sound,analyzed
sub_84B46,Shiper Honeyviper boss,6120,,Processes FM channel frequency modulation from envelope table,Sound,analyzed
sub_B82,Shiper Honeyviper boss,6300,,Handles controller port state changes and button press detection,Input,analyzed
sub_3564,Shiper Honeyviper boss,6300,,Calculates angle between two entities using arctan lookup,Math,analyzed
sub_14190,Shiper Honeyviper boss,6300,,Detects player weapon projectile collision with enemies calculating damage,Physics,analyzed
sub_142D8,Shiper Honeyviper boss,6300,,Loops through all active enemies checking collision with projectiles,Physics,analyzed
sub_144A6,Shiper Honeyviper boss,6300,,Decrements score value using BCD arithmetic for display,UI,analyzed
sub_14F8A,Shiper Honeyviper boss,6300,,Sets player invincibility flag bit based on game state,Player,analyzed
sub_162A8,Shiper Honeyviper boss,6300,,Initializes player knockback/damaged state with sound and velocity,Player,analyzed
sub_16344,Shiper Honeyviper boss,6300,,Sets player horizontal knockback velocity based on facing direction,Player,analyzed
sub_1635A,Shiper Honeyviper boss,6300,,Player death/defeat state handling gravity and landing detection,Player,analyzed
sub_17334,Shiper Honeyviper boss,6300,,Animates player defeat sprite cycling through death animation frames,Player,analyzed
sub_1C028,Shiper Honeyviper boss,6300,,Searches for free sprite slot in effect pool for explosions,Sprite,analyzed
sub_2A64C,Shiper Honeyviper boss,6300,,Initializes sprite from table pointer and sets default state value,Sprite,analyzed
sub_2A6D0,Shiper Honeyviper boss,6300,,Applies upward vertical velocity to entity for rising movement,Physics,analyzed
sub_2A79C,Shiper Honeyviper boss,6300,,Returns entity address in register A0 for manipulation,Enemy,analyzed
sub_2B4BE,Shiper Honeyviper boss,6300,,Initializes projectile with angle calculation and directional velocity,Enemy,analyzed
sub_2B9C4,Shiper Honeyviper boss,6300,,Spawns falling hazard projectiles from top of screen at intervals,Enemy,analyzed
sub_30A4E,Shiper Honeyviper boss,6300,,Checks if animation frame counter exceeds threshold for state change,Projectile,analyzed
sub_36930,Shiper Honeyviper boss,6300,,Sets boss defeat flags clears state and increments stage counter,Boss,analyzed
sub_3694C,Shiper Honeyviper boss,6300,,Checks boss phase transition conditions based on altitude and flags,Boss,analyzed
sub_36982,Shiper Honeyviper boss,6300,,Updates boss with palette fade effect during phase transitions,Boss,analyzed
sub_36990,Shiper Honeyviper boss,6300,,Handles boss defeat sequence with sprite cleanup and screen effects,Boss,analyzed
sub_36C0A,Shiper Honeyviper boss,6300,,Alternative rotation acceleration mode with higher velocity limits,Boss,analyzed
sub_36FEE,Shiper Honeyviper boss,6300,,Spawns random debris particle sprites during boss destruction,Boss,analyzed
sub_37370,Shiper Honeyviper boss,6300,,Spawns four projectiles in circular pattern with angle calculation,Boss,analyzed
sub_37436,Shiper Honeyviper boss,6300,,Bouncing projectile with rotation animation gravity and deflection on collision,Enemy,analyzed
sub_8264C,Shiper Honeyviper boss,6300,,Handles sound channel note timer countdown and restarts playback,Sound,analyzed
sub_830BC,Shiper Honeyviper boss,6300,,Loads complete music track data initializing all sound channels,Sound,analyzed
sub_839DC,Shiper Honeyviper boss,6300,,Sets FM channel instrument parameters registers and envelope data,Sound,analyzed
sub_83C62,Shiper Honeyviper boss,6300,,Advances to next command in sound sequence incrementing pointer,Sound,analyzed
sub_3B28,Shiper Honeyviper boss,6480,,Sets palette fade operation parameters for screen transitions,Gfx,analyzed
sub_CB32,Shiper Honeyviper boss,6480,,Handles camera logic during stage transition checking boss state,Stage,analyzed
sub_163BE,Shiper Honeyviper boss,6480,,Clears player knockback flag and resets sprite state after hit,Player,analyzed
sub_2690E,Shiper Honeyviper boss,6480,,Initializes boss defeat explosion sprite at boss position,Boss,analyzed
sub_26928,Shiper Honeyviper boss,6480,,Boss defeat sequence state dispatcher using jump table,Boss,analyzed
sub_26942,Shiper Honeyviper boss,6480,,Initializes boss defeat animation state and graphics mode,Boss,analyzed
sub_2695C,Shiper Honeyviper boss,6480,,Loads boss defeat explosion animation graphics via DMA,Boss,analyzed
sub_26980,Shiper Honeyviper boss,6480,,Sets up boss defeat state initializing scroll timers and playing sound,Boss,analyzed
sub_269B4,Shiper Honeyviper boss,6480,,Initializes boss defeat scroll animation with velocity parameters,Boss,analyzed
sub_269C4,Shiper Honeyviper boss,6480,,Updates boss defeat scroll position and checks for transition complete,Boss,analyzed
sub_272A8,Shiper Honeyviper boss,6480,,Clears palette effect buffer and resets state counters,Effect,analyzed
sub_369F6,Shiper Honeyviper boss,6480,,Handles boss defeat fade out countdown before final transition,Boss,analyzed
sub_82674,Shiper Honeyviper boss,6480,,Processes sound vibrato effect modulating pitch with oscillation,Sound,analyzed
sub_826C4,Shiper Honeyviper boss,6480,,Updates FM channel frequency registers with calculated pitch,Sound,analyzed
sub_82714,Shiper Honeyviper boss,6480,,Applies pitch effects including detune transpose and modulation to frequency,Sound,analyzed
sub_8280A,Shiper Honeyviper boss,6480,,Processes sound modulation effects using jump table dispatcher,Sound,analyzed
sub_83616,Shiper Honeyviper boss,6480,,Adds channel offset to register address for FM operators,Sound,analyzed
sub_83618,Shiper Honeyviper boss,6480,,Writes data to YM2612 FM chip via Z80 bus with sync,Sound,analyzed
sub_83B40,Shiper Honeyviper boss,6480,,Stops sound channel clearing flags and sending key off commands,Sound,analyzed
sub_84A96,Shiper Honeyviper boss,6480,,Parses sound sequence data processing note and command bytes,Sound,analyzed
sub_CB78,Shiper Honeyviper boss,6660,,Waits for scroll position then advances stage phase,Stage,analyzed
sub_CB8C,Shiper Honeyviper boss,6660,,Updates camera position and calculates scroll registers,Camera,analyzed
sub_CB9E,Stage 4 to 5 transition,6840,,Checks if stage transition is ready based on enemy and boss state,Stage,analyzed
sub_10390,Stage 4 to 5 transition,6840,,Initializes stage transition state with cutscene parameters,Stage,analyzed
sub_19A6C,Stage 4 to 5 transition,6840,,Initializes stage cutscene setting player position and state,Stage,analyzed
sub_19B14,Stage 4 to 5 transition,6840,,Waits for button press then advances cutscene state,Stage,analyzed
sub_19B34,Stage 4 to 5 transition,6840,,Waits for timer countdown before cutscene continuation,Stage,analyzed
